,bathrooms,bedrooms,garage,location,other,price,title
1455,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
1456,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
1457,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
1458,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
1459,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
1460,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
1461,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
1462,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
1463,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
1464,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1465,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1466,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
1467,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
1468,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
1469,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
1470,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
1471,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
1472,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
1473,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
1474,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
1475,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
1476,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
1477,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
1478,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
1479,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
1480,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
1481,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
1482,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
1483,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
1484,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
1485,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
1486,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
1487,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
1488,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1489,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1490,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
1491,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
1492,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
1493,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
1494,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
1495,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
1496,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
1497,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
1498,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
1499,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
1500,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
1501,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
1502,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
1503,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
1504,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
1505,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
1506,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
1507,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
1508,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
1509,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
1510,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
1511,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
1512,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1513,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1514,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
1515,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
1516,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
1517,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
1518,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
1519,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
1520,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
1521,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
1522,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
1523,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
1524,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
1525,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
1526,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
1527,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
1528,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
1529,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
1530,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
1531,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
1532,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
1533,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
1534,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
1535,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
1536,2,3,4 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'4 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1537,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1538,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
1539,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
1540,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
1541,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
1542,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
1543,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
1544,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
1545,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
1546,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
1547,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
1548,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
1549,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
1550,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
1551,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
1552,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
1553,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
1554,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
1555,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
1556,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
1557,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
1558,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
1559,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
1560,2,3,4 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'4 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1561,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1562,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
1563,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
1564,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
1565,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
1566,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
1567,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
1568,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
1569,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
1570,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
1571,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
1572,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
1573,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
1574,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
1575,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
1576,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
1577,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
1578,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
1579,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
1580,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
1581,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
1582,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
1583,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
1584,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1585,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
1586,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
1587,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
1588,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
1589,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
